task,sample_id,split,source_dataset,difficulty,notes,model_name,model_id,condition,base_condition,perturbation,image_path,prompt,expected_value,tolerance,measurement_text,measurement_value,predicted_text,predicted_value,parse_ok,error,abs_error,exact,within_tolerance,follow_injected
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_001_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",16.2000,5.0000,A classical CV tool estimated the angle as 5.9 degrees.,5.9378,5.9,5.9000,1,-10.3000,10.3000,0.0000,0.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_001_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",16.2000,5.0000,A classical CV tool estimated the angle as 10.9 degrees.,10.9378,10.9,10.9000,1,-5.3000,5.3000,0.0000,0.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_001_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",16.2000,5.0000,A classical CV tool estimated the angle as 25.9 degrees.,25.9378,25.9,25.9000,1,9.7000,9.7000,0.0000,0.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_001_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",16.2000,5.0000,A classical CV tool estimated the angle as 20.9 degrees.,20.9378,20.9,20.9000,1,4.7000,4.7000,0.0000,1.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_001.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,16.2000,5.0000,,,120,120.0000,1,103.8000,103.8000,0.0000,0.0000,0.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_001.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,16.2000,5.0000,,,60,60.0000,1,43.8000,43.8000,0.0000,0.0000,0.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_001.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 15.9 degrees.,16.2000,5.0000,A classical CV tool estimated the angle as 15.9 degrees.,15.9378,15.9,15.9000,1,-0.3000,0.3000,0.0000,1.0000,0.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_001.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 5.9 degrees.,16.2000,5.0000,A classical CV tool estimated the angle as 5.9 degrees.,5.9378,5.9,5.9000,1,-10.3000,10.3000,0.0000,0.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_001.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 10.9 degrees.,16.2000,5.0000,A classical CV tool estimated the angle as 10.9 degrees.,10.9378,10.9,10.9000,1,-5.3000,5.3000,0.0000,0.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_001.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 25.9 degrees.,16.2000,5.0000,A classical CV tool estimated the angle as 25.9 degrees.,25.9378,26,26.0000,1,9.8000,9.8000,0.0000,0.0000,1.0000
angle,angle_001,synthetic,synthetic_angle,low,clutter_segments=1; nuisance_shapes=2; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p5,text,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_001.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 20.9 degrees.,16.2000,5.0000,A classical CV tool estimated the angle as 20.9 degrees.,20.9378,21,21.0000,1,4.8000,4.8000,0.0000,1.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both,both,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_002.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 16.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 16.6 degrees.,16.6197,16.6,16.6000,1,-2.3000,2.3000,0.0000,1.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m10,both,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_002_delta_m10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 6.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 6.6 degrees.,6.6197,6.6,6.6000,1,-12.3000,12.3000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_m5,both,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_002_delta_m5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 11.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 11.6 degrees.,11.6197,11.6,11.6000,1,-7.3000,7.3000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p10,both,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_002_delta_p10.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 26.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 26.6 degrees.,26.6197,26.6,26.6000,1,7.7000,7.7000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,both_delta_p5,both,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\both\angle_002_delta_p5.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 21.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 21.6 degrees.,21.6197,21.6,21.6000,1,2.7000,2.7000,0.0000,1.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,cot,cot,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_002.png,"Estimate the angle in degrees between the two main rays in the image. Answer with a single number. Think step by step, then place the final number on the last line.",18.9000,5.0000,,,120,120.0000,1,101.1000,101.1000,0.0000,0.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,grid,grid,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\grid\angle_002.png,Estimate the angle in degrees between the two main rays in this grid-labeled image. Answer with a single number.,18.9000,5.0000,,,120,120.0000,1,101.1000,101.1000,0.0000,0.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels,pixels,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_002.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",18.9000,5.0000,A classical CV tool estimated the angle as 16.6 degrees.,16.6197,16.6,16.6000,1,-2.3000,2.3000,0.0000,1.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m10,pixels,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_002_delta_m10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",18.9000,5.0000,A classical CV tool estimated the angle as 6.6 degrees.,6.6197,6.6,6.6000,1,-12.3000,12.3000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_m5,pixels,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_002_delta_m5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",18.9000,5.0000,A classical CV tool estimated the angle as 11.6 degrees.,11.6197,11.6,11.6000,1,-7.3000,7.3000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p10,pixels,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_002_delta_p10.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",18.9000,5.0000,A classical CV tool estimated the angle as 26.6 degrees.,26.6197,26.6,26.6000,1,7.7000,7.7000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,pixels_delta_p5,pixels,5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\pixels\angle_002_delta_p5.png,"Estimate the angle in degrees using the overlaid rays, arc, and any numeric cues in the image. Answer with a single number.",18.9000,5.0000,A classical CV tool estimated the angle as 21.6 degrees.,21.6197,21.6,21.6000,1,2.7000,2.7000,0.0000,1.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,raw,raw,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_002.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number.,18.9000,5.0000,,,120,120.0000,1,101.1000,101.1000,0.0000,0.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,som,som,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\som\angle_002.png,Estimate the angle in degrees at marker 1 between the segments pointing toward markers 2 and 3. Answer with a single number.,18.9000,5.0000,,,60,60.0000,1,41.1000,41.1000,0.0000,0.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text,text,0.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_002.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 16.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 16.6 degrees.,16.6197,16.6,16.6000,1,-2.3000,2.3000,0.0000,1.0000,0.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m10,text,-10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_002.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 6.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 6.6 degrees.,6.6197,6.6,6.6000,1,-12.3000,12.3000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_m5,text,-5.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_002.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 11.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 11.6 degrees.,11.6197,11.6,11.6000,1,-7.3000,7.3000,0.0000,0.0000,1.0000
angle,angle_002,synthetic,synthetic_angle,low,clutter_segments=2; nuisance_shapes=3; dark_distractors=0; ray_thickness=12,qwen2.5-vl-3b,Qwen/Qwen2.5-VL-3B-Instruct,text_delta_p10,text,10.0,C:\Users\USER\Documents\course_Translations\Computer_vision\final_project\measure_and_render\output\angle\variants\raw\angle_002.png,Estimate the angle in degrees between the two main rays in the image. Answer with a single number. A classical CV tool estimated the angle as 26.6 degrees.,18.9000,5.0000,A classical CV tool estimated the angle as 26.6 degrees.,26.6197,26.6,26.6000,1,7.7000,7.7000,0.0000,0.0000,1.0000
